document_id,website_id,page_id,version,corpus_file,content_raw_hash,content_normalized_hash,normalization,split
W001_V03_P04,W001,P04,V03,,00c13b358d80ba594f232d2047950c21850f9dff4aee1564a0fd3991f1ca2bab,44e86675fcfefd7a8edd28dfa9664a8979cf7eccd99490ce73cd87d249e4b824,whitespace_collapsed_lower,train
W001_V03_P05,W001,P05,V03,,9381665201a2dacb86b150e7ea678beab350c9d634f55d5d52e266907d4c98cc,6a185c544ec380a50a355b584a1804dba16acd7baf332ca04bc353f833fb6453,whitespace_collapsed_lower,train
W001_V03_P06,W001,P06,V03,,ea43cf0a2490a85e709a157acfe8edc30c759d6bea2a199ed5313abde04d2ecc,b85e792dfa609185cf051b2ece87381b8d863bae0566c6ae51d8313d5efe4e6f,whitespace_collapsed_lower,train
W001_V03_P07,W001,P07,V03,,c605be18cb68d066fcacbfadf51c2d1cefb07616447f550d984999386beef785,7052828311a9ec462b9fbcb8367da960beee3aae316323e02f34c34234d00981,whitespace_collapsed_lower,train
W001_V03_P08,W001,P08,V03,,1b74843be935ee9eb0098cb78a379b377aca0b24d6dbc3206d3bddce1754c481,d50aced5b5a4081d5baab16584e23179b377db528949d150b08682c582515a4f,whitespace_collapsed_lower,train
W001_V03_P09,W001,P09,V03,,10df472b64cf3f8f9305225fb29f0f4baaa238121cc6a9836771b6a656d16e6a,c6fb3f1a667dc0bfef9732e30a559bb57b72f697aa71fb36171cc03acf9ae5ac,whitespace_collapsed_lower,train
W001_V03_P10,W001,P10,V03,,0ea144052ad7c8c70728f3384bf1310bfaae0e55c9e067bc3e9f20ed6d6efe7c,d1ad8314ae4e3f6ec500a141098b5e87c18fed336657e222d5c0e8fd1a02f2ce,whitespace_collapsed_lower,train
W001_V04_P01,W001,P01,V04,,3d9b35745b48cb689e88c5a8d69fd885af3d7498bd7a97e31f8f0217c8ea5e72,27a9cf889d8bb2c64dd7415dbd3d753af1c6442932341a88ab4bc85a482c0f76,whitespace_collapsed_lower,train
W001_V04_P02,W001,P02,V04,,3b63073f95568859e2aac555eeb5623cca7a05769a41d4e98db9c310916cd35d,13f3e7b9cb0b3d5b55d985c2bc19e996fd72e45ec8cccdfa3757e3c0597c9bf9,whitespace_collapsed_lower,train
W001_V04_P03,W001,P03,V04,,9d496e9aa39a06ba3221f1259ad1485a9a3fc2bcfc8ee3a0b27e72f1ab497695,582a309b645d228ad86cb089dc7df5ec3da0becb9c419cf58e86b8aef47b086d,whitespace_collapsed_lower,train
W001_V04_P04,W001,P04,V04,,902116b42c8722199e693ea8985824bd1e9ab41e8f72205f82882d0d4cbc8fbf,d7c4e4e9738c4a5d4c94e1856af0e4b5530b2562627bf333231694039a825758,whitespace_collapsed_lower,train
W001_V04_P05,W001,P05,V04,,d25f475605fb45194f8efc912a5c2d7aa7ed37cfd6291aa24120088c4a3d5605,a3a76dd826562b99a0095fe6b6fb688d63f2be42d89e0f199e6382265e575fa7,whitespace_collapsed_lower,train
W001_V04_P06,W001,P06,V04,,bc2fac8ced6f47b2d1968471eadbb9c19cdae9045117c551e40ba12dae225624,028b85fdc06a9d8e2ab37eeeb76d774dca7fda31f8eddeeb89d156495e81fbc9,whitespace_collapsed_lower,train
W001_V04_P07,W001,P07,V04,,474ee45f3f5ba960f9b92ffd308fac62183ecb50d6fc35c11caa6c4fe75fa84c,e67eec0c276ff6c5d1058bdb3880584c7c1b8d64b298db86b81d16a4d1df09fd,whitespace_collapsed_lower,train
W001_V04_P08,W001,P08,V04,,202b307cb5a10fdea9295a0608fcd88992923aa573b2fb6e603aca9c54376a07,19642f56542ef256f56bb69ff5227bf2b9145319eb0e958918371b063b9c3bad,whitespace_collapsed_lower,train
W001_V04_P09,W001,P09,V04,,4dedf44b626e512d06f0f7b50045ffc547cdce602fb6e7ae01ce65a24ed376de,6a7e6e05fde324faa5daf96da03284f1073bb1384cca50133d36f9f05c0329d5,whitespace_collapsed_lower,train
W001_V04_P10,W001,P10,V04,,cf76bd09a8ccfb454a2b5dd9c1ae9a3d89973cf81d6278a5951f45768d12a9a3,570824c404ffc3bf7e68e16859fa9026a25616513ebce2cd8087d4e475d370cf,whitespace_collapsed_lower,train
W001_V05_P01,W001,P01,V05,,62adca1962a42b30895f4739a8eb618508cee066a626d7bce2aae41b792176e6,59f980fe6e641fc494b77bec00f321c52efeeaa5d1dec8072dfa55f8d21c8711,whitespace_collapsed_lower,train
W001_V05_P02,W001,P02,V05,,950392ded9c8074823ec748165acff4c3bfce1aa9f7d708e88a4344913c923a5,6a02704bc5c62600dce2b61444af30b94b2738da3f959452414e3dc10a3fbc90,whitespace_collapsed_lower,train
W001_V05_P03,W001,P03,V05,,2b611b27b1fbedf205d6932118d007b439458bafe5a27f5cec66883114e6bc10,2598f3053ab0bd112ae59736230cefa140bd51f00cc7068909d04b287c216740,whitespace_collapsed_lower,train
W001_V05_P04,W001,P04,V05,,508c9df4af52c232e18d3bd6f540019b3e280f387269e4350595e3044e8b5db0,9e4acdbbcba10445d1f465587609b86b314c8b07f70fb6ef06118d55a7f103cb,whitespace_collapsed_lower,train
W001_V05_P05,W001,P05,V05,,4e2499940e01615a149f99e91b3d41e53dafc178d1f231e975c555c14d25bda4,c67f03b16bbc4e5d48fbf458e5227fc8502f06a0135b38b22fd36c3ab3751e44,whitespace_collapsed_lower,train
W001_V05_P06,W001,P06,V05,,2c83446329ef3a1fe7fba478b7e7853949c5eaa1c70cd9c7af5883e8b152f20d,22b4b19b8a50bf8b20f79fa39b4d2e8ba3aa4232759060e57c1a859a935d3f13,whitespace_collapsed_lower,train
W001_V05_P07,W001,P07,V05,,e15557bb08d173630ab297e05870cc82e81cad21c73ce23f39dddc830777322d,2f679591516ab70e70574b7a0db35fd11a323a1ff52e93a479491d0bef81c5fc,whitespace_collapsed_lower,train
W001_V05_P08,W001,P08,V05,,f0d4cf2f1b80b475f9f9639a6ffa770e6d7671f942aef6865f6789e9598a3319,93f8f77b2349c018e9d48ec67f8f976332fe1eb8a2a6af64c8e2514ee7e8221c,whitespace_collapsed_lower,train
W001_V05_P09,W001,P09,V05,,e12e56892ea7071aef1a84e3d0d777ba0e674ebf7f01f5203d0cbdafd6877a7d,9f28268797de499c13a54cdb9c310f0b34b2d2f3b07fdadc24be228e5db4847c,whitespace_collapsed_lower,train
W001_V05_P10,W001,P10,V05,,27938885ae4d67fe18bcb8ae426826315af3aea9e32956fd4fa84b1556afdae3,2d397dcb4172c8959d943bf57969c29ed41c8caf352d9bb02b3b770a70bc5ff0,whitespace_collapsed_lower,train
W001_V06_P01,W001,P01,V06,,a7fa04754f8299bf7d3b006d840eab3d0a6b4599e68992e59676f881d63030dd,304b0a50609c9cbaf2519a29521cbc42680cfc1042715bb13a008a98b9e39389,whitespace_collapsed_lower,train
W001_V06_P02,W001,P02,V06,,eae6ebec5ea390a9e0258b392ba16391a28bbba5bbdda89d480ed0e1f4976665,cb5767b41187307fa94fc13b2c9933519d500f6b869269f962392cc9a2d7d962,whitespace_collapsed_lower,train
W001_V06_P03,W001,P03,V06,,5ac158076f46e83a00ec94b84e6b4f8c5d5554c6bb8adb4a28346757cd3004e3,986d5557a84a038b49e3d334a57539c146c86752a9a30df19149ee35e01a97b6,whitespace_collapsed_lower,train
W001_V06_P04,W001,P04,V06,,5fdea928bc276b605a59a1b8e7e6c5fa4ad0052dac53da51899346060c883ff2,13d645a0452cb6227e40808b1f31e3d72ef81d96468162a79e0aecad75ad4580,whitespace_collapsed_lower,train
W001_V06_P05,W001,P05,V06,,627b544cbe5e1b8e858d0cbf1242308ebfcae9436f189e8e53aa0f5e2c8d0791,656b25b756c0ff363479a58b6b60ce781cb52048af7a040ba088d195dc029a93,whitespace_collapsed_lower,train
W001_V06_P06,W001,P06,V06,,aa6cb7e1ec548e14a9aac8519c913c7cbb9ff31d5a4774f46b037f068b741155,2aa2b84b75e6edf73be2714749573f98ef5c60161c867db82cd9c701f01023c7,whitespace_collapsed_lower,train
W001_V06_P07,W001,P07,V06,,15a28f0fe5445b63f48f6321d08d7e187fcaf4bd321257cc3cbe57ae4502263b,9fbdd2e6f446036485c5ddd33f78c46214ee237c25975bd1fdb79ff31273c6b1,whitespace_collapsed_lower,train
W001_V06_P08,W001,P08,V06,,740037b585df0eb0e5f4d437125e34d15a5f393f329248de63ec54561c460634,aa66dc429e2c3cac38dc9f0304c59ccabcf1946b7c5851c3359e6cb55edbb513,whitespace_collapsed_lower,train
W001_V06_P09,W001,P09,V06,,d84e407abea73f0d33a4d68cc557a94b3babef4c22aca07ff6384e54167126c4,07ba8cb0229d307783c7d1d85500ee6ad623097ea4abbc3b5215239ee9ffceb1,whitespace_collapsed_lower,train
W001_V06_P10,W001,P10,V06,,5629f9826f67b039908fa55629adfe4fc706fbc494cf15aca085be8fcec0f6fb,70b4cee4acb7b7496314e86aac7810ebefd62ad688ef8736776f92c9de5aa7b2,whitespace_collapsed_lower,train
W001_V07_P01,W001,P01,V07,,f1ff451fac6b1db5ab983f54bd97a499c36e85465c43ccc453cffe92a29c5e6f,8832ba4bf4568249bfa5e2ba13739353b5daa8ed76b653d7479f56bc81af6a59,whitespace_collapsed_lower,train
W001_V07_P02,W001,P02,V07,,9bc98cce9fda263188de7e51815365bc03dba2b2ba2d418cf5295b07f2c4bd1a,d0bdd643e4ba4c6cd2025053fe84e258d1f055b8862c88e5d7bd48a4803b1d1c,whitespace_collapsed_lower,train
W001_V07_P03,W001,P03,V07,,bbf026803e82389a3165a540b82bb9622cb00b7281b5e5eb18f02cab4960ba56,c054f3508a420398b488bb0e25a453d6b91aea4a56f821d4ac6d9d1b8ecb077a,whitespace_collapsed_lower,train
W001_V07_P04,W001,P04,V07,,302ab403f4a38a58bc16499a9877bde6598e5fa420a18c77e30e68d59c18d5d4,6c591b3aabf928c62fe9e1e958ac62858390cbb0d668739aa2931f76f636ceb9,whitespace_collapsed_lower,train
W001_V07_P05,W001,P05,V07,,c5c6f1d6997de36115329190947ff5e454e5b93de7b7270a0ac58c5c6912a350,e41d2cd2586d4f1c8c642e2dbec87dc5474dc3c21b28853861c64dd640736521,whitespace_collapsed_lower,train
W001_V07_P06,W001,P06,V07,,04a3b8901be0aa1a531640f44725e5d5e272cf378049c4de960238ac53721227,30dbf8f3733aed96f2a4fb61839109a7534923163a2bb027a8188a209def7080,whitespace_collapsed_lower,train
W001_V07_P07,W001,P07,V07,,c8770ce84e80803f3779dd36b1b1c09edaf5c9fd9a0dad6432cc5c6abafdb550,7d9718a81cda50f7cbd48abde5ec96d01de50c4bda6d07969c79dbcc80a5cf22,whitespace_collapsed_lower,train
W001_V07_P08,W001,P08,V07,,85bfa9e4e6d4a46b7a3cf897267677bce5cb2281cd88bbcf550c53bff86dc20b,935332add76b5e412ff34c2b72ce74bb6e1e05b1f9b21c6112559dd4ede478b2,whitespace_collapsed_lower,train
W001_V07_P09,W001,P09,V07,,dd19378390f823aa49255914f62d9e1a551d1f5011e9dc645ea98f2405a7622a,a6a743f86e8b2756003697f3ee2b4921b16c9fbf6c025000e5710fc89a372be3,whitespace_collapsed_lower,train
W001_V07_P10,W001,P10,V07,,6b18fd6ded21a905231e54539dfa58e8d49054386638acf3caf01bd583561b1c,62e21b34539f4ae7e0ff75b1c3004d4ac69372c8a757ad5427b8ad390ade6b4e,whitespace_collapsed_lower,train
W001_V08_P01,W001,P01,V08,,f0f26d82e73c1cef3bcc7a10c3f654ea42cbb2723c1d912b1888192348231c14,28df7d84c73bb18a208e194b51e95abf121dd758748cafa60b9093d4103324f3,whitespace_collapsed_lower,train
W001_V08_P02,W001,P02,V08,,9798065ba4cea7c7bcdaf060ab205f4896e31ff1519afa0d60eff83e5221387e,7db1b28858c6a50fa3ae321fecdc832acb63c634ee3f85bf7aea82aa75daa226,whitespace_collapsed_lower,train
W001_V08_P03,W001,P03,V08,,3a984a959c73d4cff15a9d232d41f96c7fe0bf4d031eaf4ecd708b6a26975c3e,4c7015b0184d8b1ac948821ea68c3fdc50a9eef82930de2cc7e0e1b3fbda1ad7,whitespace_collapsed_lower,train
W001_V08_P04,W001,P04,V08,,f17f70f502c6ed06c8269f253789d3929c79e49c7ddc7e1edbd22ca37633c47c,98cb5af02d1a35ff956a92d286f4c62487a68a2edf2de81e5a739366066d8297,whitespace_collapsed_lower,train
W001_V08_P05,W001,P05,V08,,597a61a300244971a9ef408c78245baa3998d022178819c78d5b92a2d7d1d19b,418cab57b88bf88ea4ce8c08dc210640957bbe642052eebf1ba8e040e263104b,whitespace_collapsed_lower,train
W001_V08_P06,W001,P06,V08,,94d973267a2616664375155b47b05bc2298744f304638e92834fed1d7cd77698,cb207d806251c7c81a727f88104aa209a63c320f1d52feb5a6735768967d6bff,whitespace_collapsed_lower,train
W001_V08_P07,W001,P07,V08,,b9462fa5870e1fe810ffe7d48bbbc6dfe5e538f8f1ee963e511312459b623ecd,ee9fd401a33ff11563d3240dead4923325a131d5ece7112e28da339e25ebfe1c,whitespace_collapsed_lower,train
W001_V08_P08,W001,P08,V08,,0c5f8f2300a67bd9a66e2a6e17cb41fba254502a5f4d3262d533fdf2452bf080,a62da40bd8234c7004611b7f1effe8a9f1350a023d47c096bb54a186e9605c5e,whitespace_collapsed_lower,train
W001_V08_P09,W001,P09,V08,,bb631840afa0d49d67172fb76be8f22c00260479278af4f41bb69f0cf66114be,6f96c4d8cc66cbfc95d383a0fe8b4b89ac69acee83f07361f2ddba3912359ac6,whitespace_collapsed_lower,train
W001_V08_P10,W001,P10,V08,,993eb91689bb316ff15392ffb90ed623bae559e7f02bff089f949acba9ff7db3,b9ab45b6519f5b76c86c4e7ed0c011b3cff0226ca9ee9dd52760d05d98ecf05b,whitespace_collapsed_lower,train
W001_V09_P01,W001,P01,V09,,9901abb6e5c100005ae736498cae4004621533696c140cca9c6c9e39ee50f35a,ac5567b7b6f77afb656c823f1ac5803b3eeda23cd6cb7817fc42c1689a0c14af,whitespace_collapsed_lower,train
W001_V09_P02,W001,P02,V09,,a1f0ec39259dd40bfa426b21a0db5d51a170719d9baeba202e04f15c5ebb1efb,598fc9720fe090476083f71845cf3cddfc1de70ea3d8705a9cb74bdbbd58da41,whitespace_collapsed_lower,train
W001_V09_P03,W001,P03,V09,,5808c56c5b3322f8383ac3ec95be3bc24c82b590f40a32b3c12784e3f8060154,9123cd947590d9a54b12374b858fbcb51af07fbb4fa3d1735b797a55b66f1814,whitespace_collapsed_lower,train
W001_V09_P04,W001,P04,V09,,4751c9676fcf626339f161107fc29e9f930a800c7618003466676d4a05075eb2,3c1152faa3f1967807be4396e28d4ace87707b331deba68fd6bdae093bc5dca5,whitespace_collapsed_lower,train
W001_V09_P05,W001,P05,V09,,0385d815d9811bab3370272042145eba4ba5f6eb339f778e6376d59c9656e4b7,5c018217ee474429c2eb448995b5d0d852a44c2f95c61c8dcd9e158930d252f0,whitespace_collapsed_lower,train
W001_V09_P06,W001,P06,V09,,cb80928c316ce2a33418870d8042b776d8ecd928d328aa369b71d3183bf27c3f,f00e9f79133d62076116e2d78b449f9cc6d5eff5bedcb9352d1876a93703bdb5,whitespace_collapsed_lower,train
W001_V09_P07,W001,P07,V09,,9e75cb53b96f2e9e87c6bbe37cc17e6002647d58314f7e24a319aa40f0299d54,07ef3bfe0b47134222be9f08a36da440da9b1d55e6226dca4cbfe8d48ac7797c,whitespace_collapsed_lower,train
W001_V09_P08,W001,P08,V09,,3587196a310a7da9c01b504c15d367acd58a1a3a38f204a5f30099d33ba95510,fbbbf7ecfc68e7ccfa2b2f5959a172170f9616355ff4363af584b1c8aefc34a5,whitespace_collapsed_lower,train
W001_V09_P09,W001,P09,V09,,e87a268aa6d02689edf0312a6d946ea92f01e54f9f259d01d7741315969066ba,7323ee78aab9bd260c507b28c37733cb204619be35a7097a214dd14f4def8cb2,whitespace_collapsed_lower,train
W001_V09_P10,W001,P10,V09,,af4133863c51936c86a4c3289c9af2602a419d76fd0321a38e566e06e77a5ad6,612ee6d6bd6f1c01fd79a4511657330199a259906c2504b7105ff39f69dee4bf,whitespace_collapsed_lower,train
W001_V10_P01,W001,P01,V10,,f760f995f5b45af58f38aeeb7fd554b4d2c63b5aaca0a5f88e2d1e2b1081f58d,23d99081dd123d2160cd7fe9bab6cb91d012eed8f929ed3897b5fea601ece2bd,whitespace_collapsed_lower,train
W001_V10_P02,W001,P02,V10,,65648704dcde659213cbe9814d7e213356ed77ac91d84ae84994029cbfb1eda6,745262f00d54aa36f433223146de0df04cd5c213f12847cfce6426afb0c71c52,whitespace_collapsed_lower,train
W001_V10_P03,W001,P03,V10,,eee00ce59ae73a08cb0e85a04610adbdd174634d1893f347d871d3c120cde2f6,c5fa4894f31065ce0048d2d46136efb8c4ec3728857950b50e7285ed4c76e02c,whitespace_collapsed_lower,train
W001_V10_P04,W001,P04,V10,,bcee0d2d4fc1073874ca20c515477b085929df59cd602e4bb8c88820b47a698c,05505174b2503db4fe13f7ec7120f38226e3e3866d4a9ece8acb72dbc054e34f,whitespace_collapsed_lower,train
W001_V10_P05,W001,P05,V10,,112b14eb7aa2ee66604f53ffef3447400d70a036a00b91b2c668f91e71121e54,cbe50cdcb564edc44519837fdce09417f393a6cdc9c3ffcba78ef7e0be74b1c7,whitespace_collapsed_lower,train
W001_V10_P06,W001,P06,V10,,dca5a760cabfbaeb38e657fb883121fd986af566bad57f3b08849a51c5986154,3f037e3dc67072332e04986091d9308f82669dfac7db2b39048af151333a270e,whitespace_collapsed_lower,train
W001_V10_P07,W001,P07,V10,,581a315ae62b8ccc353677c9da31bd7163577c65a3bf8f2a37cbd95f65188e5d,46e16bb7d8b34581246e9bb1d8b1779207f0060af09dd3c6d7a9fe13eae5e2b6,whitespace_collapsed_lower,train
W001_V10_P08,W001,P08,V10,,709da9611556d6d71e3e7c34c4f038f6c51199b9b8456ad0883a7e727c361868,2e590c9f41295cbd1662ea4bac3c58987a8767858c7eaf96ee3d2ba95bccc237,whitespace_collapsed_lower,train
W001_V10_P09,W001,P09,V10,,37ddaa0ac0ac63dda6c06a0009945c45cbee47928b017d85d795ea291e249d5d,d8a65109801415f86fcb52895f92494534a64734aa0e37eb39d95b9f578d0cb3,whitespace_collapsed_lower,train
W001_V10_P10,W001,P10,V10,,6dd01764e9dd7e4187d6a52aa3569e6a918ccb85e33232ba2e2dc6f4af01bb3f,fd5751cc5870ea7aaf64b6564134bfa01765d54f4c2f0537407549d8026235ce,whitespace_collapsed_lower,train
W002_V01_P01,W002,P01,V01,,476539d6ed7691c44886506661c2ea41337c2c2b309508f23308236d0b21c383,c5378c6ac3d980c2bcb0aa963a5048de6a973ad266177898608db1b046ef7189,whitespace_collapsed_lower,train
W002_V01_P02,W002,P02,V01,,b1583c66b868e62014b355aeb13776c238c32648e937cfc8502c3fbc652092b5,f108e726b78589a819c88bd39552ea363f2041788cba1c1a6e90b73ddcd7f991,whitespace_collapsed_lower,train
W002_V01_P03,W002,P03,V01,,b0539c6aa30b57eb937e9a55fda82779cc26952b7f531cdad888a5c4938ec3bf,89bb34caff70748e10c5ee7da17862223592f023dd0716435d4b1520358c3b88,whitespace_collapsed_lower,train
W002_V01_P04,W002,P04,V01,,8bb1a5a24ae1819f92347951f0709d13a9c7a59b7364cabddf4fc6a4265531e7,053dee621840adc754b75fd17b41921aaf47e39d96be77a291cb7e299ec1325f,whitespace_collapsed_lower,train
W002_V01_P05,W002,P05,V01,,266babf1c107afa5b6b43f31a50a075cb9fc4386cd76e9b9c75e47174c480e14,819ac653b6336ff4b31ebf6d3c97cd6e7f18cf08989ba0e17fd112df34051027,whitespace_collapsed_lower,train
W002_V01_P06,W002,P06,V01,,f5eb20dcc71d757dc1e894f98e417c24dfdd41b45e308f0b0a3572de14a95e09,87592a0a921a4b10e477f56ed4635b16edc46752badfb09f33a7f673f7789a04,whitespace_collapsed_lower,train
W002_V01_P07,W002,P07,V01,,b60e06c673c9dd4739772b488e306cc03f00878db63ef6a88cc7bb18909e76c1,e6d2d4ef17b80718708f28c319ae7be2e36b0a18c02c8dc1264edc3e9b765d83,whitespace_collapsed_lower,train
W002_V01_P08,W002,P08,V01,,2838b4d33d0d63bea630b81e977b8e1686eb490a8e304a06d03ccdc54b0b49f3,0bb03d16693a11ea4904020198c23da1ee2b55672cf1d22b2749494f1b6e34fa,whitespace_collapsed_lower,train
W002_V01_P09,W002,P09,V01,,7800bd9cddea8f5138f4685bef047ac2c4f9ab60ba09f6954ba93ca8af051545,91bc33cc9306072d7f4524fbca08c7fc0a2038b13755749d63cea142eb2ad559,whitespace_collapsed_lower,train
W002_V01_P10,W002,P10,V01,,02415b3389ecba19386af500facbcc7ac7f320b247b4c709ae9ca177ae588569,0ae5a8b7c17d934e11c65ad45988095fc45153ead5a1c9aa9c2642a6b9d8972a,whitespace_collapsed_lower,train
W002_V02_P01,W002,P01,V02,,05d2d7e70ffda3db504240acb695fa8bb320c04ed5611d0e20524927a7356094,46fcb376e3221d958c36862d4474fc865aecda2ff952d05bee3455e5397d7f55,whitespace_collapsed_lower,train
W002_V02_P02,W002,P02,V02,,7c3b51f5d67dc179826e75e4d120fccb74244fa565c71f2bb5d593a4a15fb9f9,de906b39a6ee49da212f68a30b65de0d4226abd9659fd9a7e8fb2b649c3e4aff,whitespace_collapsed_lower,train
W002_V02_P03,W002,P03,V02,,1548fcb07eb8335c2762fa03e6ae7cb8e8d2e312695f918457436653558e83cb,fdfad81dab86d4b4ee507402f75f29cd79aaad189bb33e218db89e342167a6f2,whitespace_collapsed_lower,train
W002_V02_P04,W002,P04,V02,,4e2493bcf6e702ab39378d499d0ee1a3f038466e5f225eef3e629d6e93d7c031,4b0298c090eb521b3993204daab48775d07e575ee5c2e3946287d7a8f154c877,whitespace_collapsed_lower,train
W002_V02_P05,W002,P05,V02,,5e4d6f64ff801723ffde05cfa054cdfdce497ad6071ea40273562079ad228607,3f5c18fd5cca3cc8a5d6b8048490fe56b36b1cdb2698259d87daf40977c1d735,whitespace_collapsed_lower,train
W002_V02_P06,W002,P06,V02,,f6a42a7e9d966e27cf6cf9f0cbacf73b2b6057033ac68749b850a3d3a6736b36,03859aa7b499852be86ee76daaeab69c73ca5b29d022f61a9ba25c9623874c52,whitespace_collapsed_lower,train
